periodID,costInput,costDriverInput,costActivity,DataGranularityL1,DataGranularityL2,DataGranularityL3,DataGranularityL4
202405,4396735.862,1876886.44,Route 304,Belgium,Brussels,0% - 310%,0% - 400%
202206,1869430.584,1706819.607,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202207,1844246.334,1659863.859,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202208,3396025.064,1483106.741,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202209,2536370.301,1855547.889,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202210,1990213.663,1740557.016,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202211,4918464.731,1834171.013,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202212,1827475.751,1628595.298,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202301,1825996.954,1625838.098,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202302,2854925.379,1618385.147,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202303,2733284.507,1962997.305,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202304,2116666.05,1445191.552,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202305,4425290.77,1744526.126,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202306,1874984.203,1717174.267,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202307,1831592.734,1636271.365,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202308,3199254.859,1419071.824,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202309,3972363.875,1674915.14,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202310,2485862.493,1680088.181,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202311,4807117.301,1832679.378,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202312,1788221.986,1555407.098,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202401,1837903.64,1648037.979,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202402,2948004.152,1753682.919,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202403,2945322.683,1734957.112,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202404,2011795.671,1826164.535,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202405,2463968.958,1876886.44,Route 305,Belgium,Brussels,0% - 310%,0% - 400%
202206,1869430.584,1706819.607,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202207,1844246.334,1659863.859,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202208,2465349.04,1483106.741,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202209,4407355.154,1855547.889,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202210,3175797.391,1740557.016,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202211,3865863.537,1834171.013,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202212,1827475.751,1628595.298,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202301,1825996.954,1625838.098,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202302,3801050.638,1618385.147,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202303,4270422.348,1962997.305,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202304,2341449.155,1445191.552,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202305,2544615.602,1744526.126,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202306,1874984.203,1717174.267,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202307,1831592.734,1636271.365,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202308,1935820.393,1419071.824,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202309,3855581.739,1674915.14,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202310,2206521.916,1680088.181,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202311,3598101.827,1832679.378,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202312,1788221.986,1555407.098,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202401,1837903.64,1648037.979,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202402,2731672.95,1753682.919,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202403,4043344.592,1734957.112,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202404,4803214.601,1826164.535,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202405,4265871.436,1876886.44,Route 306,Belgium,Brussels,0% - 310%,0% - 400%
202206,1869430.584,1706819.607,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202207,1844246.334,1659863.859,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202208,2688074.926,1483106.741,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202209,4656156.332,1855547.889,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202210,4268028.07,1740557.016,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202211,4465944.592,1834171.013,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202212,1827475.751,1628595.298,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202301,1825996.954,1625838.098,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202302,3566689.335,1618385.147,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202303,5081104.634,1962997.305,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202304,2542978.836,1445191.552,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202305,3592554.004,1744526.126,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202306,1874984.203,1717174.267,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202307,1831592.734,1636271.365,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202308,2666481.289,1419071.824,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202309,2274531.278,1674915.14,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202310,2251576.848,1680088.181,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202311,4404112.143,1832679.378,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202312,1788221.986,1555407.098,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202401,1837903.64,1648037.979,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202402,2976221.265,1753682.919,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202403,2991849.035,1734957.112,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202404,3696441.482,1826164.535,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202405,4074608.045,1876886.44,Route 307,Belgium,Brussels,0% - 310%,0% - 400%
202206,1869430.584,1706819.607,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202207,1844246.334,1659863.859,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202208,3889203.811,1483106.741,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202209,4496923.578,1855547.889,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202210,2214260.982,1740557.016,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202211,3108384.173,1834171.013,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202212,1827475.751,1628595.298,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202301,1825996.954,1625838.098,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202302,2811525.138,1618385.147,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202303,3565023.475,1962997.305,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202304,3279337.285,1445191.552,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202305,3611267.19,1744526.126,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202306,1874984.203,1717174.267,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202307,1831592.734,1636271.365,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202308,3115533.298,1419071.824,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202309,3738799.603,1674915.14,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202310,1936192.326,1680088.181,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202311,3627590.009,1832679.378,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202312,1788221.986,1555407.098,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202401,1837903.64,1648037.979,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202402,1922782.37,1753682.919,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202403,3271007.148,1734957.112,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202404,2295834.791,1826164.535,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202405,3621615.801,1876886.44,Route 308,Belgium,Brussels,0% - 310%,0% - 400%
202206,1869430.584,1706819.607,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202207,1844246.334,1659863.859,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202208,1868761.845,1483106.741,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202209,2397041.642,1855547.889,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202210,2979755.987,1740557.016,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202211,3915050.509,1834171.013,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202212,1827475.751,1628595.298,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202301,1825996.954,1625838.098,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202302,2143161.423,1618385.147,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202303,4544159.224,1962997.305,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202304,1891882.944,1445191.552,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202305,2291987.595,1744526.126,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202306,1874984.203,1717174.267,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202307,1831592.734,1636271.365,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202308,3823361.041,1419071.824,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202309,2786576.03,1674915.14,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202310,3044543.646,1680088.181,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202311,3548954.856,1832679.378,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202312,1788221.986,1555407.098,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202401,1837903.64,1648037.979,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202402,4236585.658,1753682.919,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202403,2284648.483,1734957.112,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202404,3441785.72,1826164.535,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202405,2786096.775,1876886.44,Route 309,Belgium,Brussels,0% - 310%,0% - 400%
202206,1869430.584,1706819.607,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202207,1844246.334,1659863.859,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202208,3825567.844,1483106.741,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202209,2745363.29,1855547.889,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202210,2260937.506,1740557.016,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202211,4456107.197,1834171.013,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202212,1827475.751,1628595.298,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202301,1825996.954,1625838.098,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202302,4191652.808,1618385.147,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202303,3049134.748,1962997.305,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202304,3124314.454,1445191.552,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202305,4125879.798,1744526.126,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202306,1874984.203,1717174.267,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202307,1831592.734,1636271.365,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202308,2468593.963,1419071.824,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202309,3559134.778,1674915.14,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202310,1918170.353,1680088.181,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202311,3676736.979,1832679.378,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202312,1788221.986,1555407.098,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202401,1837903.64,1648037.979,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202402,2891569.926,1753682.919,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202403,3140733.362,1734957.112,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202404,2305629.243,1826164.535,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202405,3430352.41,1876886.44,Route 310,Belgium,Brussels,0% - 320%,0% - 400%
202206,1869430.584,1706819.607,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202207,1844246.334,1659863.859,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202208,4000566.754,1483106.741,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202209,3024020.609,1855547.889,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202210,3791927.518,1740557.016,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202211,3118221.568,1834171.013,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202212,1827475.751,1628595.298,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202301,1825996.954,1625838.098,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202302,3766330.445,1618385.147,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202303,4280950.689,1962997.305,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202304,3682396.647,1445191.552,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202305,2132925.516,1744526.126,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202306,1874984.203,1717174.267,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202307,1831592.734,1636271.365,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202308,2316372.943,1419071.824,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202309,4637123.728,1674915.14,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202310,2539928.411,1680088.181,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202311,3745542.738,1832679.378,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202312,1788221.986,1555407.098,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202401,1837903.64,1648037.979,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202402,3719271.915,1753682.919,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202403,2703385.652,1734957.112,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202404,4362464.244,1826164.535,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202405,4638331.725,1876886.44,Route 311,Belgium,Brussels,0% - 320%,0% - 400%
202206,1869430.584,1706819.607,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202207,1844246.334,1659863.859,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202208,3849431.332,1483106.741,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202209,2287569.124,1855547.889,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202210,4492075.389,1740557.016,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202211,2587002.274,1834171.013,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202212,1827475.751,1628595.298,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202301,1825996.954,1625838.098,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202302,4321853.532,1618385.147,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202303,3817703.669,1962997.305,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202304,3403355.55,1445191.552,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202305,2890809.539,1744526.126,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202306,1874984.203,1717174.267,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202307,1831592.734,1636271.365,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202308,2970923.329,1419071.824,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202309,3226754.851,1674915.14,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202310,3495092.964,1680088.181,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202311,2123692.712,1832679.378,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202312,1788221.986,1555407.098,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202401,1837903.64,1648037.979,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202402,1969810.892,1753682.919,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202403,4741239.874,1734957.112,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202404,4166575.196,1826164.535,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202405,4749063.162,1876886.44,Route 312,Belgium,Brussels,0% - 320%,0% - 400%
202206,1869430.584,1706819.607,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202207,1844246.334,1659863.859,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202208,2815346.861,1483106.741,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202209,3949560.988,1855547.889,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202210,4650775.573,1740557.016,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202211,3836351.354,1834171.013,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202212,1827475.751,1628595.298,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202301,1825996.954,1625838.098,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202302,3636129.721,1618385.147,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202303,2775397.872,1962997.305,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202304,1729108.971,1445191.552,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202305,3648693.562,1744526.126,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202306,1874984.203,1717174.267,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202307,1831592.734,1636271.365,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202308,2278317.688,1419071.824,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202309,4457458.903,1674915.14,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202310,2071357.121,1680088.181,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202311,1976251.8,1832679.378,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202312,1788221.986,1555407.098,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202401,1837903.64,1648037.979,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202402,2242576.32,1753682.919,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202403,2666164.571,1734957.112,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202404,3422196.815,1826164.535,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202405,2192173.612,1876886.44,Route 313,Belgium,Brussels,0% - 320%,0% - 400%
202206,1869430.584,1706819.607,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202207,1844246.334,1659863.859,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202208,3117617.706,1483106.741,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202209,3014068.562,1855547.889,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202210,2223596.287,1740557.016,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202211,4898789.943,1834171.013,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202212,1827475.751,1628595.298,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202301,1825996.954,1625838.098,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202302,4243733.098,1618385.147,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202303,5291671.461,1962997.305,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202304,3194074.728,1445191.552,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202305,3498988.076,1744526.126,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202306,1874984.203,1717174.267,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202307,1831592.734,1636271.365,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202308,3655917.919,1419071.824,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202309,4098129.253,1674915.14,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202310,4080807.076,1680088.181,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202311,4325476.99,1832679.378,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202312,1788221.986,1555407.098,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202401,1837903.64,1648037.979,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202402,1894565.256,1753682.919,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202403,4471387.031,1734957.112,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202404,3647469.22,1826164.535,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202405,2997493.155,1876886.44,Route 314,Belgium,Brussels,0% - 320%,0% - 400%
202206,1869430.584,1706819.607,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202207,1844246.334,1659863.859,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202208,2083533.236,1483106.741,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202209,2914548.091,1855547.889,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202210,3521203.674,1740557.016,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202211,3590416.496,1834171.013,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202212,1827475.751,1628595.298,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202301,1825996.954,1625838.098,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202302,3792370.589,1618385.147,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202303,3912458.741,1962997.305,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202304,2240684.315,1445191.552,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202305,3396065.554,1744526.126,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202306,1874984.203,1717174.267,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202307,1831592.734,1636271.365,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202308,1821654.628,1419071.824,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202309,1870285.422,1674915.14,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202310,3215752.387,1680088.181,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202311,3352366.974,1832679.378,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202312,1788221.986,1555407.098,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202401,1837903.64,1648037.979,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202402,2524747.453,1753682.919,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202403,1940353.478,1734957.112,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202404,4156780.744,1826164.535,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202405,2977360.167,1876886.44,Route 315,Belgium,Brussels,0% - 320%,0% - 400%
202206,1869430.584,1706819.607,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202207,1844246.334,1659863.859,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202208,4231247.136,1483106.741,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202209,3660951.622,1855547.889,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202210,4025310.141,1740557.016,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202211,1937734.247,1834171.013,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202212,1827475.751,1628595.298,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202301,1825996.954,1625838.098,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202302,3124006.875,1618385.147,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202303,4196723.958,1962997.305,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202304,4116460.575,1445191.552,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202305,4556283.071,1744526.126,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202306,1874984.203,1717174.267,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202307,1831592.734,1636271.365,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202308,3693973.174,1419071.824,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202309,4376609.732,1674915.14,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202310,1972236.271,1680088.181,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202311,2320280.594,1832679.378,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202312,1788221.986,1555407.098,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202401,1837903.64,1648037.979,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202402,2797512.881,1753682.919,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202403,3429196.745,1734957.112,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202404,3902124.982,1826164.535,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202405,4698730.691,1876886.44,Route 316,Belgium,Brussels,0% - 320%,0% - 400%
202206,1869430.584,1706819.607,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202207,1844246.334,1659863.859,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202208,4024430.242,1483106.741,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202209,3372342.257,1855547.889,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202210,2316949.336,1740557.016,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202211,5036513.463,1834171.013,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202212,1827475.751,1628595.298,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202301,1825996.954,1625838.098,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202302,4122212.423,1618385.147,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202303,4386234.103,1962997.305,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202304,2310444.589,1445191.552,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202305,2890809.539,1744526.126,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202306,1874984.203,1717174.267,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202307,1831592.734,1636271.365,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202308,3069866.992,1419071.824,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202309,4035246.564,1674915.14,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202310,4080807.076,1680088.181,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202311,3873324.861,1832679.378,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202312,1788221.986,1555407.098,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202401,1837903.64,1648037.979,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202402,3973225.935,1753682.919,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202403,3950291.888,1734957.112,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202404,4675886.72,1826164.535,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202405,2383437.003,1876886.44,Route 317,Belgium,Brussels,0% - 320%,0% - 400%
202206,1869430.584,1706819.607,Route 318,Belgium,Brussels,0% - 320%,0% - 400%
202207,1844246.334,1659863.859,Route 318,Belgium,Brussels,0% - 320%,0% - 400%
202208,3268753.129,1483106.741,Route 318,Belgium,Brussels,0% - 320%,0% - 400%
